,Unnamed: 0,index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover,date,day,month,year,hour
11517,22960074,22960074,2020-12-02 20:29:34.203,-4324475583306591935,,79.160.163.84,NO,Vestland,Skare,29695,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.21.100 Safari/537.36",Chrome 69.0.3497.17.21,Android 4.1,tablet,False,False,False,2020-12-02,2,12,2020,20
29801,22270155,22270155,2020-11-28 00:03:02.181,-4324475583306591935,,91.229.249.19,PL,-,-,198094,"Mozilla/5.0  (iPhone; CPU iPhone OS 9_3_3 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/280613",Android 2.3.3.2639,iOS 9.3.3,mobile,False,True,False,2020-11-28,28,11,2020,0
45311,14384416,14384416,2020-08-22 05:40:14.451,1596131577048018158,,92.220.25.149,NO,Vestfold og Telemark,Drangedal,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.100 Safari/537.36",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,True,False,False,2020-08-22,22,8,2020,5
74828,10892622,10892622,2020-07-02 20:23:55.531,-4324475583306591935,,84.210.5.13,NO,Viken,Sarpsborg,41164,"Mozilla/5.0  (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,tablet,False,False,False,2020-07-02,2,7,2020,20
38384,7192124,7192124,2020-05-12 05:39:02.248,8537004659889188200,,78.91.41.220,NO,-,-,224,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20100101 Firefox/20.0.0.1604,Firefox 20.0.0.1604,iOS 13.4,mobile,True,False,False,2020-05-12,12,5,2020,5
42466,15034341,15034341,2020-08-30 19:32:44.459,-2404086259492697374,,79.160.227.42,NO,Vestfold og Telemark,Horten,29695,"Mozilla/5.0 (X11; CrOS armv7l 11316.123.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.53.97 Safari/537.36",Chrome 72.0.3626.53,Chrome OS 11316.123.0,desktop,True,False,False,2020-08-30,30,8,2020,19
45568,16337920,16337920,2020-09-17 14:38:25.454,5632119910588842998,480.0,10.3.116.28,NO,Oslo County,Oslo,500008,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",Android 2.3.3.2660,Android 5.0,mobile,False,False,False,2020-09-17,17,9,2020,14
43282,2444980,2444980,2020-03-06 19:44:47.681,-4170005290015984626,,51.175.58.193,NO,Viken,Drammen,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 OPR/52.1.2254.54298",Opera Mobile 52.1.2254,Android 13.0,mobile,True,False,False,2020-03-06,6,3,2020,19
34162,15923892,15923892,2020-09-11 17:11:38.176,4476515612680834220,,10.3.17.226,NO,Trøndelag,Levanger,57280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.78.109 Safari/537.36",Chrome 72.0.3626.78,Mac OS X 10.14.6,desktop,True,False,False,2020-09-11,11,9,2020,17
24203,27528233,27528233,2021-01-13 12:22:21.480,-3331092202240580065,,158.149.47.161,NO,-,-,29492,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.80.121 Safari/537.36",Chrome 72.0.3626.80,Mac OS X 10.14.6,desktop,True,False,False,2021-01-13,13,1,2021,12
11115,26820823,26820823,2021-01-07 10:59:46.914,-4324475583306591935,,91.245.80.31,PL,Podlasie,Grajewo,59611,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1926.117 Mobile Safari/537.36,gzip(gfe,gzip(gfe (Chrome Image Compression Service",Chrome Mobile 81.0.4044.1926,iOS 13.1.3,mobile,False,False,False,2021-01-07,7,1,2021,10
67911,15632949,15632949,2020-09-07 20:10:11.699,-4324475583306591935,,27.123.5.169,ID,Banten,Tangerang,45706,Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Gecko/20150101 Firefox/20.0 (Chrome variation/245322,Firefox 20.0,iOS 13.4,mobile,False,True,False,2020-09-07,7,9,2020,20
10112,19296939,19296939,2020-10-28 08:15:59.505,-4324475583306591935,,84.214.55.187,NO,Viken,Nittedal,41164,"Mozilla/5.0  (Linux; Android 5.0; SAMSUNG SM-G900F) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/69199",Android 2.3.3.2660,Android 5.0,mobile,False,True,False,2020-10-28,28,10,2020,8
76965,4267174,4267174,2020-04-01 13:45:01.372,7035464887301601244,,139.164.26.204,NO,-,-,29695,"Mozilla/5.0  (Mobile; Nokia 6300 4G; https://github.com/das-group/rba-dataset) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1",Android 2.3.6,KaiOS 2.5.4,mobile,True,False,False,2020-04-01,1,4,2020,13
14071,18274753,18274753,2020-10-14 06:28:50.349,-4324475583306591935,,170.39.76.222,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) play Build/PPPS29.55-35-18-7; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36",Chrome Mobile WebView 81.0.4044,iOS 11.2.6,mobile,False,False,False,2020-10-14,14,10,2020,6
51176,8590745,8590745,2020-06-01 15:44:38.662,740851286412009997,,66.248.237.251,US,-,-,393398,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1923.111 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044.1923,Android 6.0.99,mobile,True,True,False,2020-06-01,1,6,2020,15
73062,13669696,13669696,2020-08-11 18:49:21.079,2766138133454279565,,46.212.152.199,NO,Viken,Skedsmokorset,41164,"Mozilla/5.0  (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277071",Android 2.3.3.2660,iOS 5.1.1,mobile,True,False,False,2020-08-11,11,8,2020,18
67947,13539714,13539714,2020-08-10 03:28:01.559,-4729953155532421798,,23.137.225.112,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.117 Mobile Safari/537.36 PHX/6.4",Chrome Mobile 81.0.4044.1929,iOS 13.4,mobile,True,False,False,2020-08-10,10,8,2020,3
61113,21844762,21844762,2020-11-24 19:17:45.467,5261299673169986528,,170.39.76.148,US,-,-,393398,"Mozilla/5.0  (x86_64) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/201938",Android 2.3.3.2639,iOS 12,mobile,False,False,False,2020-11-24,24,11,2020,19
98252,25169693,25169693,2020-12-25 13:47:56.084,-4324475583306591935,,10.0.181.215,HK,-,-,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False,2020-12-25,25,12,2020,13
98627,8121487,8121487,2020-05-25 11:37:28.900,2106203086065914562,,158.149.3.149,NO,-,-,29492,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko Chrome/86.0.4240.378.379.111 Safari/537.36/Xm4pSgCe-25/Xm4pSgCe-25",Chrome 86.0.4240.378.379,Mac OS X 10.8.4,desktop,True,False,False,2020-05-25,25,5,2020,11
51479,20392373,20392373,2020-11-10 14:39:57.664,1915914206730263716,,80.202.172.61,NO,-,-,15659,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.138 Mobile Safari/537.36 PHX/5.6",Chrome Mobile 81.0.4044.1927,Android 2.2,mobile,True,False,False,2020-11-10,10,11,2020,14
38241,25731303,25731303,2020-12-30 02:09:05.345,-4324475583306591935,,10.3.205.196,RU,Ivanovo Oblast,Privolzhsk,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-12-30,30,12,2020,2
75147,20379723,20379723,2020-11-10 13:00:49.497,-4324475583306591935,,85.117.241.220,AU,-,-,60117,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20150101 Firefox/20.0.0.1626 (Chrome,Firefox 20.0.0.1626,iOS 11.2.6,mobile,False,False,False,2020-11-10,10,11,2020,13
35236,21973736,21973736,2020-11-25 17:56:01.383,-4324475583306591935,,10.0.77.198,NO,Trøndelag,Tiller,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.23.100 Safari/537.36",Chrome 69.0.3497.17.23,Mac OS X 10.14.6,desktop,False,False,False,2020-11-25,25,11,2020,17
98063,2805213,2805213,2020-03-12 08:24:40.009,627059119303333185,,152.93.102.186,NO,Rogaland,Sandnes,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4202.0 Safari/537.36",Chrome 86.0.4202,Mac OS X 10.14.6,desktop,True,False,False,2020-03-12,12,3,2020,8
80271,21177952,21177952,2020-11-19 07:03:23.655,-4324475583306591935,,176.107.144.39,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/44.0.2403.125 Mobile Safari/537.36",Chrome Mobile WebView 44.0.2403,Android 6.0.99,mobile,False,False,False,2020-11-19,19,11,2020,7
58913,13630679,13630679,2020-08-11 08:42:16.818,5839948227918949888,,170.231.252.33,BR,Sao Paulo,Itapira,52650,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.92 Safari/537.36",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,True,False,False,2020-08-11,11,8,2020,8
20710,23169676,23169676,2020-12-04 07:31:08.424,4069993419932324305,,10.2.81.57,NO,Agder,Hovag,500041,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.23.92 Safari/537.36 variation/6937",Chrome 69.0.3497.17.23,Mac OS X 10.14.6,desktop,True,False,False,2020-12-04,4,12,2020,7
11654,1680220,1680220,2020-02-25 16:33:33.799,-8570088171065286866,,156.52.237.135,NO,-,-,29695,"Mozilla/5.0  (X11; CrOS x86_64 13505.73.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.81 Safari/537.36",Chrome 72.0.3626,Chrome OS 13505.73.0,desktop,True,False,False,2020-02-25,25,2,2020,16
54052,25577506,25577506,2020-12-28 19:37:46.867,-4324475583306591935,,92.220.101.121,NO,Viken,Ski,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/78.0.3904.108 Mobile Safari/537.36 OPR/56.1.2780.51589 variation/251752",Opera Mobile 56.1.2780,iOS 13.4,mobile,False,False,False,2020-12-28,28,12,2020,19
15093,29962861,29962861,2021-02-12 01:47:05.385,-4324475583306591935,,10.0.181.187,BD,Chittagong,Feni,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.82.96 Safari/537.36",Chrome 72.0.3626.82,Mac OS X 11.6.3,desktop,False,False,False,2021-02-12,12,2,2021,1
60476,6059729,6059729,2020-04-26 14:11:39.672,-4324475583306591935,,91.184.177.183,DE,Rheinland-Pfalz,Kottenheim,9063,Mozilla/5.0  (Linux; Android 10.0.99) Gecko/20100101 Firefox/20.0.0.1763,Firefox 20.0.0.1763,Android 10.0.99,mobile,False,False,False,2020-04-26,26,4,2020,14
60567,17915531,17915531,2020-10-09 03:16:58.174,6375638668613585157,,66.248.237.193,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.117 Mobile Safari/537.36,gzip(gfe,gzip(gfe",Chrome Mobile 81.0.4044.1930,iOS 13.5.1,mobile,True,True,False,2020-10-09,9,10,2020,3
74992,25087959,25087959,2020-12-24 19:15:03.725,-2458316827037830215,,38.135.39.214,US,-,-,393398,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1931.117 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 81.0.4044.1931,Android 6.0.99,mobile,True,True,False,2020-12-24,24,12,2020,19
98561,6304373,6304373,2020-04-29 19:49:16.033,-523911623486738050,,84.208.248.241,NO,Rogaland,Royneberg,41164,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko Chrome/73.0.3654.0 Safari/537.36",Chrome 73.0.3654,Mac OS X 10.14.6,desktop,False,False,False,2020-04-29,29,4,2020,19
49677,8849576,8849576,2020-06-05 08:11:37.270,6148899923985619227,,141.0.74.246,NO,Viken,Svelvik,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.94 Safari/537.36",Chrome 79.0.3945.192,Mac OS X 10.14.6,desktop,True,False,False,2020-06-05,5,6,2020,8
66708,14618228,14618228,2020-08-25 11:14:50.965,-7949701292132961948,,66.68.60.121,US,Texas,Austin,11427,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1929.114 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1929,iOS 13.4,mobile,True,False,False,2020-08-25,25,8,2020,11
41422,19432641,19432641,2020-10-29 17:36:32.230,-4324475583306591935,,23.137.225.33,US,-,-,393398,Mozilla/5.0 (compatible; startmebot/1.0; +https://github.com/das-group/rba-dataset),startmebot 1.0,Other ,bot,False,False,False,2020-10-29,29,10,2020,17
49162,443736,443736,2020-02-09 14:47:06.725,-4324475583306591935,,10.0.4.25,RO,Bucuresti,Bucharest,500039,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 Cordova/9.0.0 SpvAppBrowser/4.3.13 SpvID/03f1126c29bc",Chrome Mobile WebView 85.0.4183,Android 4.1,mobile,False,True,False,2020-02-09,9,2,2020,14
3656,4875623,4875623,2020-04-09 17:22:06.044,-4941157034076067459,,23.137.225.203,US,-,-,393398,"Mozilla/5.0  (Android 6.0.99; Tablet; https://github.com/das-group/rba-dataset) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 OPT/2.3",Chrome Mobile 81.0.4044,Android 6.0.99,mobile,True,False,False,2020-04-09,9,4,2020,17
89763,15769636,15769636,2020-09-09 15:25:21.351,2964181221259249785,,141.0.113.76,NO,Troms og Finnmark,Harstad,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.111 Mobile Safari/537.36 OPT/2.3",Chrome Mobile 81.0.4044.1930,iOS 13.4,mobile,True,False,False,2020-09-09,9,9,2020,15
70246,20988923,20988923,2020-11-17 11:27:49.599,-3700857706569793976,,23.137.225.215,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1943.132 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1943,iOS 11.2.6,mobile,True,False,False,2020-11-17,17,11,2020,11
78790,29460278,29460278,2021-02-05 15:00:21.068,-5651627281349263200,,158.149.37.37,NO,-,-,29492,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko Chrome/69.0.3497.71 Mobile Safari/604.1",Chrome Mobile WebView 69.0.3497,iOS 14.0.1,mobile,True,False,False,2021-02-05,5,2,2021,15
86317,8425905,8425905,2020-05-29 18:47:18.025,-4324475583306591935,,185.60.172.59,NO,-,-,57280,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",Opera Mobile 52.1.2254.2306,Android 4.0.3,mobile,False,False,False,2020-05-29,29,5,2020,18
38949,18872411,18872411,2020-10-22 07:07:03.936,-4324475583306591935,,103.199.156.138,IN,Uttarakhand,Kichha,133278,Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) Gecko/20081407 Firefox/20.0 variation/190330,Firefox 20.0,iOS 11.2.6,mobile,False,False,False,2020-10-22,22,10,2020,7
76789,15680157,15680157,2020-09-08 13:39:41.005,-4324475583306591935,,78.91.85.187,NO,-,-,224,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.195.79 Safari/537.36",Chrome 79.0.3945.192.195,Mac OS X 10.14.6,desktop,False,False,False,2020-09-08,8,9,2020,13
12380,17458395,17458395,2020-10-03 05:39:35.833,-5683056081546604794,,178.16.67.58,NO,Nordland,Ankenes,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.138 Mobile Safari/537.36 PHX/6.0",Chrome Mobile 81.0.4044.1930,iOS 13.4,mobile,True,False,False,2020-10-03,3,10,2020,5
77225,8118224,8118224,2020-05-25 10:45:13.566,-2595965526083137194,,194.36.189.118,AU,-,-,60117,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) Build/NPJ25.93-14.7; wv AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/81.0.4044.138 Mobile Safari/537.36",Chrome Mobile WebView 81.0.4044,Android 4.1,mobile,True,False,False,2020-05-25,25,5,2020,10
92967,29509146,29509146,2021-02-06 09:37:41.596,-4324475583306591935,,199.26.84.67,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.81 Mobile Safari/537.36 Cordova/9.0.0 SpvAppBrowser/4.3.13 SpvID/52fd156b34ed",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,False,False,2021-02-06,6,2,2021,9
22443,1160629,1160629,2020-02-18 16:55:53.879,7284650817141798187,,51.175.88.37,NO,Viken,Flateby,29695,"Mozilla/5.0 (Linux; U; Android 13.0; i phone X Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/56.0.2924.87 Mobile Safari/537.36 OPR/52.1.2254.2274.54298 variation/21704",Opera Mobile 52.1.2254.2274,Android 13.0,mobile,False,False,False,2020-02-18,18,2,2020,16
89565,1400974,1400974,2020-02-21 18:41:45.816,-4324475583306591935,,195.88.227.162,US,Texas,Dallas,398986,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) AppleWebKit/537.36 (KHTML, like Gecko Chrome/50.0.2661.86 Mobile Safari/537.36 PHX/6.1",Chrome Mobile 50.0.2661,Android 4.1,mobile,False,True,False,2020-02-21,21,2,2020,18
66847,28153035,28153035,2021-01-20 20:00:02.779,1853613560411700807,,213.162.244.98,NO,-,-,28824,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_12_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.23.32 Safari/537.36",Chrome 69.0.3497.17.23,Mac OS X 10.12.3,desktop,True,False,False,2021-01-20,20,1,2021,20
20044,23307628,23307628,2020-12-05 15:56:06.591,-5152100336170743444,,51.175.248.141,NO,Viken,Fredrikstad,29695,"Mozilla/5.0  (New Nintendo 3DS like iPhone) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/69.0.3497.76 Mobile Safari/537.36",Chrome Mobile WebView 69.0.3497,iOS ,tablet,True,False,False,2020-12-05,5,12,2020,15
3462,5852394,5852394,2020-04-23 12:41:18.354,-4324475583306591935,,10.0.77.146,NO,Oslo County,Oslo,29695,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.200.117 Safari/537.36",Chrome 79.0.3945.192.200,Mac OS X 10.14.6,desktop,False,False,False,2020-04-23,23,4,2020,12
67307,4816755,4816755,2020-04-08 20:00:21.652,-6289438122572466609,,89.162.11.125,NO,Nordland,Bodø,29695,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.138 Mobile Safari/537.36 OPT/2.6 variation/150964",Chrome Mobile 81.0.4044,iOS 11.2.6,mobile,True,False,False,2020-04-08,8,4,2020,20
43410,29251919,29251919,2021-02-03 06:20:55.859,-1135678963682022367,,84.210.38.189,NO,-,Spydeberg,41164,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.59.17 Safari/537.36",Chrome 72.0.3626.59,Chromecast 1.49.230269,desktop,True,False,False,2021-02-03,3,2,2021,6
59476,26977693,26977693,2021-01-08 16:50:20.445,-4324475583306591935,,10.3.205.185,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2021-01-08,8,1,2021,16
60209,13260057,13260057,2020-08-05 15:05:40.718,-4324475583306591935,,10.0.181.204,BR,Rio de Janeiro,Barra Mansa,262582,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/84.0.4147.338.339.125 Safari/537.36/QN0TI7Tz-14",Chrome 84.0.4147.338.339,Mac OS X 11.6.3,desktop,False,False,False,2020-08-05,5,8,2020,15
27557,28357560,28357560,2021-01-23 09:13:08.263,-4324475583306591935,,66.248.237.226,US,-,-,393398,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/85.0.4183.127 Mobile Safari/537.36 PHX/3.6",Chrome Mobile WebView 85.0.4183,iOS 11.2.6,mobile,False,True,False,2021-01-23,23,1,2021,9
81869,18240358,18240358,2020-10-13 15:49:18.608,-8117693767095661104,,37.97.25.125,NO,-,-,29695,"Mozilla/5.0  (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko Chrome/86.0.4240.378.379.111 Safari/537.36/Xm4pSgCe-25/Xm4pSgCe-25",Chrome 86.0.4240.378.379,Mac OS X 10.8.4,desktop,True,False,False,2020-10-13,13,10,2020,15
55935,22792275,22792275,2020-12-01 16:00:16.772,-1260790009522973275,,95.164.129.35,US,Wyoming,Cheyenne,54903,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) Plus AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.123 Mobile Safari/537.36",Chrome Mobile 81.0.4044,iOS 13.4,mobile,False,False,False,2020-12-01,1,12,2020,16
31942,3903668,3903668,2020-03-27 16:45:20.570,-4324475583306591935,,66.248.237.15,US,-,-,393398,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1971.138 Mobile Safari/537.36 variation/88418",Chrome Mobile 81.0.4044.1971,Android 5.5.1,mobile,False,True,False,2020-03-27,27,3,2020,16
39904,25462474,25462474,2020-12-28 00:27:05.242,-4324475583306591935,,10.3.205.197,RU,St.-Petersburg,St Petersburg,15599,ZipppBot/0.11 (ZipppBot; https://github.com/das-group/rba-dataset; webmaster@zippp.net),ZipppBot 0.11,Other ,bot,False,False,False,2020-12-28,28,12,2020,0
79043,31102779,31102779,2021-02-26 18:19:56.220,1577048172707051177,,79.161.192.170,NO,Vestland,Stord,29695,"Mozilla/5.0 (iPod; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0.0.3605 Mobile/10B500 Safari/8536.25",Mobile Safari 6.0.0.3605,iOS 6.1.6,mobile,True,False,False,2021-02-26,26,2,2021,18
9070,4417044,4417044,2020-04-03 11:07:30.085,-4324475583306591935,,10.3.166.111,NL,Gelderland,Doornenburg,500150,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.201.88 Safari/537.36",Chrome 79.0.3945.192.201,Mac OS X 10.14.6,desktop,False,False,False,2020-04-03,3,4,2020,11
90832,9598385,9598385,2020-06-16 07:25:12.217,4453602103859694428,,103.252.7.61,IN,Maharashtra,Thane,132996,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.18 Mobile Safari/537.36",Chrome Mobile 81.0.4044.1925,Android 2.2,mobile,True,False,False,2020-06-16,16,6,2020,7
41862,30339150,30339150,2021-02-16 21:59:29.524,-4324475583306591935,,170.39.77.72,US,-,-,393398,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1970.138 Mobile Safari/537.36 variation/88120",Chrome Mobile 81.0.4044.1970,Android 5.5.1,mobile,False,False,False,2021-02-16,16,2,2021,21
28249,24236018,24236018,2020-12-15 18:51:22.903,-5568545578141486051,,176.107.146.167,PL,Mazovia,Warsaw,205727,"Mozilla/5.0  (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.117 Mobile Safari/537.36 PHX/6.0",Chrome Mobile 81.0.4044.1930,iOS 14.2.1,mobile,True,False,False,2020-12-15,15,12,2020,18
